problemlog_id,assignment_id,sequence_id,user_id,ARRS,assistment_id,problem_id,sequence_opp,assignment_opp,ARRS-check(oneMeansFirstWeek-TwomeansOneweekLater-threemeanstwoweeksafterthat),correct,hint_count,attempt_count,first_response_time,overlap_time,cluster,pretest,posttest,avg_initial_three_correctness,avg_initial_#problems_to_master,avg_first_reassess
39589429,292963,5962,75063,1,34585,54091,5,5,1,1,0,1,15476,15476,0,0,1,0.671794872,6.323529412,0.684210526
40612295,293965,6018,75063,0,38054,61102,1,1,1,1,0,1,54788,54788,0,1,1,0.671794872,6.323529412,0.684210526
40612300,293965,6018,75063,0,38044,61092,2,2,1,0,0,3,113100,157794,0,1,1,0.671794872,6.323529412,0.684210526
40612342,293965,6018,75063,0,38064,61112,3,3,1,1,0,1,14774,14774,0,1,1,0.671794872,6.323529412,0.684210526
40612344,293965,6018,75063,0,38067,61115,4,4,1,1,0,1,11092,11092,0,1,1,0.671794872,6.323529412,0.684210526
40612348,293965,6018,75063,0,38070,61118,5,5,1,1,0,1,35521,35521,0,1,1,0.671794872,6.323529412,0.684210526
40790378,297278,6018,75063,0,38069,61117,6,1,2,0,0,2,204707,208389,0,1,1,0.671794872,6.323529412,0.684210526
40790402,297278,6018,75063,0,38057,61105,7,2,2,0,0,4,15048,66013,0,1,1,0.671794872,6.323529412,0.684210526
40790409,297278,6018,75063,0,38053,61101,8,3,2,1,0,1,13893,13893,0,1,1,0.671794872,6.323529412,0.684210526
40790411,297278,6018,75063,0,38070,61118,9,4,2,1,0,1,15282,15282,0,1,1,0.671794872,6.323529412,0.684210526
40790413,297278,6018,75063,0,38066,61114,10,5,2,1,0,1,13238,13238,0,1,1,0.671794872,6.323529412,0.684210526
40790826,297341,6018,75063,0,38066,61114,11,1,3,1,0,0,0,0,1,1,1,0.671794872,6.323529412,0.684210526
40897316,299511,6018,75063,0,38045,61093,12,1,4,1,0,0,8,8,1,1,1,0.671794872,6.323529412,0.684210526
41157613,303770,6018,75063,0,38050,61098,13,1,5,1,0,0,15,15,2,1,1,0.671794872,6.323529412,0.684210526
41275550,305321,6018,75063,0,38059,61107,14,1,6,1,0,0,16,16,2,1,1,0.671794872,6.323529412,0.684210526
40790871,297284,6057,75063,1,40726,71367,1,1,1,1,0,1,26956,26956,0,1,1,0.671794872,6.323529412,0.684210526
41157680,303576,6057,75063,1,90074,167408,2,1,2,1,0,1,38657,38657,0,1,1,0.671794872,6.323529412,0.684210526
41160422,303576,6057,75063,1,40709,71350,3,2,2,1,0,1,28813,28813,0,1,1,0.671794872,6.323529412,0.684210526
41160424,303576,6057,75063,1,40713,71354,4,3,2,1,0,1,15959,15959,0,1,1,0.671794872,6.323529412,0.684210526
41275542,305192,6057,75063,1,40712,71353,5,1,3,1,0,0,16,16,1,1,1,0.671794872,6.323529412,0.684210526
41467144,310037,6057,75063,1,40719,71360,6,1,4,1,0,0,16,16,2,1,1,0.671794872,6.323529412,0.684210526
40612125,293959,6848,75063,0,46759,85083,1,1,1,1,0,1,68624,68624,0,1,1,0.671794872,6.323529412,0.684210526
40612133,293959,6848,75063,0,46408,84596,2,2,1,1,0,1,12386,12386,0,1,1,0.671794872,6.323529412,0.684210526
40612134,293959,6848,75063,0,46756,85074,3,3,1,1,0,1,25460,25460,0,1,1,0.671794872,6.323529412,0.684210526
40790827,297347,6848,75063,0,46782,85110,4,1,2,1,0,0,16,16,1,1,1,0.671794872,6.323529412,0.684210526
41157611,303769,6848,75063,0,46755,85071,5,1,3,0,1,3,0,58952,2,1,1,0.671794872,6.323529412,0.684210526
41160515,303769,6848,75063,0,46418,84606,6,2,3,1,0,1,23862,23862,2,1,1,0.671794872,6.323529412,0.684210526
41160516,303769,6848,75063,0,46405,84593,7,3,3,1,0,1,15813,15813,2,1,1,0.671794872,6.323529412,0.684210526
41160518,303769,6848,75063,0,46705,84993,8,4,3,1,0,1,8918,8918,2,1,1,0.671794872,6.323529412,0.684210526
41407376,307852,6848,75063,0,46444,84638,9,1,4,1,0,0,0,0,3,1,1,0.671794872,6.323529412,0.684210526
40899109,299480,6851,75063,0,47163,85679,1,1,1,1,0,1,111386,111386,0,1,0,0.671794872,6.323529412,0.684210526
40899116,299480,6851,75063,0,47149,85665,2,2,1,1,0,1,90814,90814,0,1,0,0.671794872,6.323529412,0.684210526
40899126,299480,6851,75063,0,47132,85648,3,3,1,1,0,1,56222,56222,0,1,0,0.671794872,6.323529412,0.684210526
41157606,303580,6851,75063,0,47139,85655,4,1,2,0,0,4,16,172328,1,1,0,0.671794872,6.323529412,0.684210526
41239018,303580,6851,75063,0,47154,85670,5,2,2,0,1,2,88572,182531,1,1,0,0.671794872,6.323529412,0.684210526
41239060,303580,6851,75063,0,46779,85107,6,3,2,1,0,1,51943,51943,1,1,0,0.671794872,6.323529412,0.684210526
41239074,303580,6851,75063,0,46436,84624,7,4,2,1,0,1,38995,38995,1,1,0,0.671794872,6.323529412,0.684210526
41239078,303580,6851,75063,0,47524,86125,8,5,2,1,0,1,39930,39930,1,1,0,0.671794872,6.323529412,0.684210526
41407375,307138,6851,75063,0,47149,85665,9,1,3,0,0,2,0,95940,2,1,0,0.671794872,6.323529412,0.684210526
41467579,307138,6851,75063,0,46769,85097,10,2,3,1,0,1,39172,39172,2,1,0,0.671794872,6.323529412,0.684210526
41467584,307138,6851,75063,0,47160,85676,11,3,3,1,0,1,46722,46722,2,1,0,0.671794872,6.323529412,0.684210526
41467592,307138,6851,75063,0,47144,85660,12,4,3,1,0,1,29375,29375,2,1,0,0.671794872,6.323529412,0.684210526
41618223,312049,6851,75063,0,47516,86117,13,1,4,1,0,0,16,16,3,1,0,0.671794872,6.323529412,0.684210526
40790416,297280,6854,75063,0,46545,84761,1,1,1,0,0,1,14586,14680,0,0,1,0.671794872,6.323529412,0.684210526
40790432,297280,6854,75063,0,46945,85273,2,2,1,1,0,1,7233,7233,0,0,1,0.671794872,6.323529412,0.684210526
40790434,297280,6854,75063,0,46568,84817,3,3,1,0,0,1,13333,13380,0,0,1,0.671794872,6.323529412,0.684210526
40790445,297280,6854,75063,0,46944,85272,4,4,1,1,0,1,4190,4190,0,0,1,0.671794872,6.323529412,0.684210526
40790446,297280,6854,75063,0,46971,85339,5,5,1,1,0,1,3694,3694,0,0,1,0.671794872,6.323529412,0.684210526
40790447,297280,6854,75063,0,46960,85316,6,6,1,1,0,1,12240,12240,0,0,1,0.671794872,6.323529412,0.684210526
40897317,299512,6854,75063,0,46990,85370,7,1,2,0,0,0,11,94,1,0,1,0.671794872,6.323529412,0.684210526
40897374,299512,6854,75063,0,46546,84764,8,2,2,0,0,1,18009,18102,1,0,1,0.671794872,6.323529412,0.684210526
40897391,299512,6854,75063,0,47006,85431,9,3,2,1,0,1,4574,4574,1,0,1,0.671794872,6.323529412,0.684210526
40897393,299512,6854,75063,0,46943,85271,10,4,2,1,0,1,4782,4782,1,0,1,0.671794872,6.323529412,0.684210526
40897394,299512,6854,75063,0,46524,84732,11,5,2,1,0,1,2898,2898,1,0,1,0.671794872,6.323529412,0.684210526
41157616,303659,6854,75063,0,47009,85450,12,1,3,1,0,0,16,16,2,0,1,0.671794872,6.323529412,0.684210526
41407373,307220,6854,75063,0,46561,84789,13,1,4,1,0,0,16,16,3,0,1,0.671794872,6.323529412,0.684210526
40612260,293963,6876,75063,0,47338,85856,1,1,1,1,0,1,43836,43836,0,1,1,0.671794872,6.323529412,0.684210526
40612265,293963,6876,75063,0,47306,85824,2,2,1,1,0,1,116657,116657,0,1,1,0.671794872,6.323529412,0.684210526
40612281,293963,6876,75063,0,47357,85875,3,3,1,1,0,1,63508,63508,0,1,1,0.671794872,6.323529412,0.684210526
40790835,297346,6876,75063,0,47354,85872,4,1,2,1,0,0,0,0,1,1,1,0.671794872,6.323529412,0.684210526
41157607,303796,6876,75063,0,47332,85850,5,1,3,0,0,7,0,12885,2,1,1,0.671794872,6.323529412,0.684210526
41238056,303796,6876,75063,0,47374,85892,6,2,3,1,0,1,16406,16406,2,1,1,0.671794872,6.323529412,0.684210526
41238063,303796,6876,75063,0,47361,85879,7,3,3,1,0,1,9432,9432,2,1,1,0.671794872,6.323529412,0.684210526
41238068,303796,6876,75063,0,47368,85886,8,4,3,1,0,1,5766,5766,2,1,1,0.671794872,6.323529412,0.684210526
41467149,310095,6876,75063,0,47285,85803,9,1,4,1,0,0,15,15,3,1,1,0.671794872,6.323529412,0.684210526
40899075,299471,6895,75063,0,47674,86275,1,1,1,1,0,1,215606,215606,0,1,0,0.671794872,6.323529412,0.684210526
41157605,303578,6895,75063,0,47670,86271,2,1,2,0,1,12,0,198589,1,1,0,0.671794872,6.323529412,0.684210526
41238935,303578,6895,75063,0,47771,86372,3,2,2,1,0,1,143593,143593,1,1,0,0.671794872,6.323529412,0.684210526
41407374,307140,6895,75063,0,47647,86248,4,1,3,0,0,2,16,65926,2,1,0,0.671794872,6.323529412,0.684210526
41467559,307140,6895,75063,0,47654,86255,5,2,3,1,0,1,46082,46082,2,1,0,0.671794872,6.323529412,0.684210526
41467566,307140,6895,75063,0,47660,86261,6,3,3,1,0,1,27690,27690,2,1,0,0.671794872,6.323529412,0.684210526
41467570,307140,6895,75063,0,47677,86278,7,4,3,1,0,1,60575,60575,2,1,0,0.671794872,6.323529412,0.684210526
41618220,312048,6895,75063,0,47702,86303,8,1,4,1,0,0,16,16,3,1,0,0.671794872,6.323529412,0.684210526
40999037,301259,6915,75063,0,48342,86955,1,1,1,0,3,2,7884,44948,0,0,1,0.671794872,6.323529412,0.684210526
40999041,301259,6915,75063,0,48345,86958,2,2,1,0,3,1,6269,13170,0,0,1,0.671794872,6.323529412,0.684210526
40999044,301259,6915,75063,0,48309,86919,3,3,1,0,3,1,1585,8520,0,0,1,0.671794872,6.323529412,0.684210526
40999046,301259,6915,75063,0,48320,86933,4,4,1,0,3,1,1863,10474,0,0,1,0.671794872,6.323529412,0.684210526
40999047,301259,6915,75063,0,48386,86999,5,5,1,0,3,1,10387,22371,0,0,1,0.671794872,6.323529412,0.684210526
40999048,301259,6915,75063,0,48361,86974,6,6,1,0,3,1,2072,11653,0,0,1,0.671794872,6.323529412,0.684210526
40999049,301259,6915,75063,0,48327,86940,7,7,1,0,3,1,1149,8593,0,0,1,0.671794872,6.323529412,0.684210526
41050326,301259,6915,75063,0,48331,86944,8,8,1,1,0,1,76861,76861,0,0,1,0.671794872,6.323529412,0.684210526
41275546,305325,6915,75063,0,48397,87010,9,1,2,1,0,0,16,16,1,0,1,0.671794872,6.323529412,0.684210526
41467147,309582,6915,75063,0,48331,86944,10,1,3,1,0,0,16,16,2,0,1,0.671794872,6.323529412,0.684210526
40706192,295018,6917,75063,0,48492,87105,1,1,1,1,0,1,51734,51734,0,1,1,0.671794872,6.323529412,0.684210526
40790836,297351,6917,75063,0,48472,87085,2,1,2,1,0,0,16,16,1,1,1,0.671794872,6.323529412,0.684210526
41157604,303784,6917,75063,0,48510,87123,3,1,3,0,4,5,0,149401,2,1,1,0.671794872,6.323529412,0.684210526
41238141,303784,6917,75063,0,48458,87071,4,2,3,1,0,1,116173,116173,2,1,1,0.671794872,6.323529412,0.684210526
41467146,310090,6917,75063,0,8463,8463,5,1,4,1,0,0,15,15,3,1,1,0.671794872,6.323529412,0.684210526
40706194,295020,6921,75063,1,48840,87520,1,1,1,0,0,2,66923,114958,0,0,0,0.671794872,6.323529412,0.684210526
40706197,295020,6921,75063,1,48744,87424,2,2,1,1,0,1,38210,38210,0,0,0,0.671794872,6.323529412,0.684210526
40706200,295020,6921,75063,1,48914,87594,3,3,1,1,0,1,68457,68457,0,0,0,0.671794872,6.323529412,0.684210526
40706202,295020,6921,75063,1,48870,87550,4,4,1,1,0,1,10956,10956,0,0,0,0.671794872,6.323529412,0.684210526
40897364,299469,6928,75063,1,49392,88077,1,1,1,0,4,1,3515,37160,0,0,0,0.671794872,6.323529412,0.684210526
40897450,299469,6928,75063,1,52147,91471,2,2,1,0,4,5,22740,76466,0,0,0,0.671794872,6.323529412,0.684210526
40898922,299469,6928,75063,1,49357,88042,3,3,1,0,0,2,65696,117937,0,0,0,0.671794872,6.323529412,0.684210526
40898956,299469,6928,75063,1,49393,88078,4,4,1,0,0,9,103867,729685,0,0,0,0.671794872,6.323529412,0.684210526
40899058,299469,6928,75063,1,49341,88026,5,5,1,1,0,1,37840,37840,0,0,0,0.671794872,6.323529412,0.684210526
40899066,299469,6928,75063,1,49343,88028,6,6,1,1,0,1,17167,17167,0,0,0,0.671794872,6.323529412,0.684210526
40899072,299469,6928,75063,1,49283,87968,7,7,1,1,0,1,8851,8851,0,0,0,0.671794872,6.323529412,0.684210526
40897362,299483,7179,75063,1,47618,86219,1,1,1,1,0,2,91863,91863,0,1,1,0.671794872,6.323529412,0.684210526
40899147,299483,7179,75063,1,47602,86203,2,2,1,1,0,1,54040,54040,0,1,1,0.671794872,6.323529412,0.684210526
40899153,299483,7179,75063,1,47630,86231,3,3,1,1,0,1,135073,135073,0,1,1,0.671794872,6.323529412,0.684210526
40899166,299483,7179,75063,1,47617,86218,4,4,1,1,0,1,42966,42966,0,1,1,0.671794872,6.323529412,0.684210526
40790884,297286,7196,75063,1,47553,86154,1,1,1,0,4,5,131118,264078,0,0,0,0.671794872,6.323529412,0.684210526
40791420,297286,7196,75063,1,47540,86141,2,2,1,1,0,1,82009,82009,0,0,0,0.671794872,6.323529412,0.684210526
40791446,297286,7196,75063,1,47550,86151,3,3,1,1,0,1,6022,6022,0,0,0,0.671794872,6.323529412,0.684210526
40791449,297286,7196,75063,1,47555,86156,4,4,1,1,0,1,106127,106127,0,0,0,0.671794872,6.323529412,0.684210526
39589956,292633,8741,75063,1,63835,121761,1,1,1,0,0,1,41121,41153,0,0,1,0.671794872,6.323529412,0.684210526
39590085,292633,8741,75063,1,63854,121818,2,2,1,1,0,1,10420,10420,0,0,1,0.671794872,6.323529412,0.684210526
39590104,292633,8741,75063,1,63849,121803,3,3,1,1,0,1,4930,4930,0,0,1,0.671794872,6.323529412,0.684210526
39590110,292633,8741,75063,1,63862,121854,4,4,1,0,0,1,8658,8705,0,0,1,0.671794872,6.323529412,0.684210526
39590232,292633,8741,75063,1,63863,121859,5,5,1,1,0,1,38189,38189,0,0,1,0.671794872,6.323529412,0.684210526
39590269,292633,8741,75063,1,63808,121680,6,6,1,0,0,0,37830,37830,0,0,1,0.671794872,6.323529412,0.684210526
39590332,292633,8741,75063,1,63817,121707,7,7,1,0,0,1,17659,17737,0,0,1,0.671794872,6.323529412,0.684210526
39590376,292633,8741,75063,1,63830,121746,8,8,1,0,0,0,59265,59265,0,0,1,0.671794872,6.323529412,0.684210526
39590458,292633,8741,75063,1,63822,121722,9,9,1,0,0,1,10655,10686,0,0,1,0.671794872,6.323529412,0.684210526
39590509,292633,8741,75063,1,63825,121731,10,10,1,0,0,1,25552,25584,0,0,1,0.671794872,6.323529412,0.684210526
39612184,292633,8741,75063,1,63858,121834,11,11,1,0,0,0,162321,162321,0,0,1,0.671794872,6.323529412,0.684210526
39612741,292633,8741,75063,1,63821,121719,12,12,1,0,0,1,29455,29526,0,0,1,0.671794872,6.323529412,0.684210526
39612867,292633,8741,75063,1,63845,121791,13,13,1,0,0,0,112936,112936,0,0,1,0.671794872,6.323529412,0.684210526
39613017,292633,8741,75063,1,63823,121725,14,14,1,1,0,1,52892,52892,0,0,1,0.671794872,6.323529412,0.684210526
39613094,292633,8741,75063,1,63864,121864,15,15,1,0,0,1,83798,83905,0,0,1,0.671794872,6.323529412,0.684210526
39613557,292633,8741,75063,1,63826,121734,16,16,1,0,0,1,38148,38285,0,0,1,0.671794872,6.323529412,0.684210526
39613741,292633,8741,75063,1,63846,121794,17,17,1,1,0,1,36068,36068,0,0,1,0.671794872,6.323529412,0.684210526
39613769,292633,8741,75063,1,63868,121880,18,18,1,1,0,1,20641,20641,0,0,1,0.671794872,6.323529412,0.684210526
39613786,292633,8741,75063,1,63820,121716,19,19,1,0,0,1,69084,69187,0,0,1,0.671794872,6.323529412,0.684210526
39613893,292633,8741,75063,1,63859,121839,20,20,1,0,0,0,31234,31234,0,0,1,0.671794872,6.323529412,0.684210526
39614123,292633,8741,75063,1,63869,121883,21,21,1,1,0,1,84517,84517,0,0,1,0.671794872,6.323529412,0.684210526
39808268,292633,8741,75063,1,63853,121815,22,22,1,1,0,1,11909,11909,0,0,1,0.671794872,6.323529412,0.684210526
39808323,292633,8741,75063,1,63842,121782,23,23,1,1,0,1,6214,6214,0,0,1,0.671794872,6.323529412,0.684210526
39589688,292628,8946,75063,0,69419,129104,1,1,1,1,0,1,35412,35412,0,1,0,0.671794872,6.323529412,0.684210526
39589712,292628,8946,75063,0,69460,129145,2,2,1,1,0,1,20561,20561,0,1,0,0.671794872,6.323529412,0.684210526
39589737,292628,8946,75063,0,69478,129163,3,3,1,1,0,1,135657,135657,0,1,0,0.671794872,6.323529412,0.684210526
40790829,297344,8946,75063,0,69507,129192,4,1,2,0,0,3,16,52588,1,1,0,0.671794872,6.323529412,0.684210526
40791092,297344,8946,75063,0,69503,129188,5,2,2,1,0,1,21213,21213,1,1,0,0.671794872,6.323529412,0.684210526
40791095,297344,8946,75063,0,69437,129122,6,3,2,0,3,3,192467,418543,1,1,0,0.671794872,6.323529412,0.684210526
40791650,297344,8946,75063,0,69424,129109,7,4,2,1,0,1,62353,62353,1,1,0,0.671794872,6.323529412,0.684210526
40791662,297344,8946,75063,0,69469,129154,8,5,2,1,0,1,24929,24929,1,1,0,0.671794872,6.323529412,0.684210526
40791667,297344,8946,75063,0,69477,129162,9,6,2,1,0,1,95207,95207,1,1,0,0.671794872,6.323529412,0.684210526
40897309,299662,8946,75063,0,69487,129172,10,1,3,0,3,2,8,24390,2,1,0,0.671794872,6.323529412,0.684210526
40897398,299662,8946,75063,0,69492,129177,11,2,3,1,0,1,29074,29074,2,1,0,0.671794872,6.323529412,0.684210526
40897400,299662,8946,75063,0,69443,129128,12,3,3,0,3,1,65197,157315,2,1,0,0.671794872,6.323529412,0.684210526
40897413,299662,8946,75063,0,69469,129154,13,4,3,1,0,1,21508,21508,2,1,0,0.671794872,6.323529412,0.684210526
40897417,299662,8946,75063,0,69415,129100,14,5,3,1,0,1,33677,33677,2,1,0,0.671794872,6.323529412,0.684210526
40897423,299662,8946,75063,0,69440,129125,15,6,3,0,3,1,32475,46576,2,1,0,0.671794872,6.323529412,0.684210526
40897430,299662,8946,75063,0,69506,129191,16,7,3,1,0,1,15215,15215,2,1,0,0.671794872,6.323529412,0.684210526
40897435,299662,8946,75063,0,69429,129114,17,8,3,1,0,1,18904,18904,2,1,0,0.671794872,6.323529412,0.684210526
40897437,299662,8946,75063,0,69475,129160,18,9,3,0,3,1,3247,11679,2,1,0,0.671794872,6.323529412,0.684210526
40897439,299662,8946,75063,0,69426,129111,19,10,3,1,0,1,15736,15736,2,1,0,0.671794872,6.323529412,0.684210526
40919635,299662,8946,75063,0,69442,129127,20,11,3,0,3,1,18100,32375,2,1,0,0.671794872,6.323529412,0.684210526
40919642,299662,8946,75063,0,69507,129192,21,12,3,0,0,2,70093,85406,2,1,0,0.671794872,6.323529412,0.684210526
40919663,299662,8946,75063,0,69465,129150,22,13,3,1,0,1,17125,17125,2,1,0,0.671794872,6.323529412,0.684210526
40919668,299662,8946,75063,0,69494,129179,23,14,3,1,0,1,20371,20371,2,1,0,0.671794872,6.323529412,0.684210526
40919672,299662,8946,75063,0,69466,129151,24,15,3,1,0,1,27107,27107,2,1,0,0.671794872,6.323529412,0.684210526
41157608,303767,8946,75063,0,69434,129119,25,1,4,0,0,4,0,197546,3,1,0,0.671794872,6.323529412,0.684210526
41238007,303767,8946,75063,0,69459,129144,26,2,4,1,0,1,56809,56809,3,1,0,0.671794872,6.323529412,0.684210526
41238020,303767,8946,75063,0,69484,129169,27,3,4,1,0,1,77620,77620,3,1,0,0.671794872,6.323529412,0.684210526
41238040,303767,8946,75063,0,69508,129193,28,4,4,1,0,1,37762,37762,3,1,0,0.671794872,6.323529412,0.684210526
41406382,303969,8946,75063,0,69423,129108,29,1,5,0,1,2,32955,95308,0,1,0,0.671794872,6.323529412,0.684210526
41407378,307774,8946,75063,0,69476,129161,30,1,6,1,0,0,0,0,4,1,0,0.671794872,6.323529412,0.684210526
41593027,303969,8946,75063,0,69507,129192,31,1,7,1,0,1,60148,60148,0,1,0,0.671794872,6.323529412,0.684210526
41593030,303969,8946,75063,0,69492,129177,32,2,7,1,0,1,15693,15693,0,1,0,0.671794872,6.323529412,0.684210526
41593031,303969,8946,75063,0,69506,129191,33,3,7,1,0,1,36765,36765,0,1,0,0.671794872,6.323529412,0.684210526
41618227,312056,8946,75063,0,69478,129163,34,1,8,1,0,0,16,16,5,1,0,0.671794872,6.323529412,0.684210526
38835248,290458,10195,75063,1,85476,161672,1,1,1,1,0,1,374113,374113,0,1,0,0.671794872,6.323529412,0.684210526
38835504,290458,10195,75063,1,85598,161795,2,2,1,1,0,1,49230,49230,0,1,0,0.671794872,6.323529412,0.684210526
38835559,290458,10195,75063,1,85634,161831,3,3,1,1,0,1,101441,101441,0,1,0,0.671794872,6.323529412,0.684210526
39585642,292960,10265,75063,0,87190,163526,1,1,1,0,2,7,6069,167918,0,0,0,0.671794872,6.323529412,0.684210526
39590829,292960,10265,75063,0,87134,163470,2,2,1,1,0,1,151572,151572,0,0,0,0.671794872,6.323529412,0.684210526
39591005,292960,10265,75063,0,87148,163484,3,3,1,1,0,1,136462,136462,0,0,0,0.671794872,6.323529412,0.684210526
39591106,292960,10265,75063,0,87203,163539,4,4,1,0,0,2,257794,343758,0,0,0,0.671794872,6.323529412,0.684210526
39591385,292960,10265,75063,0,87140,163476,5,5,1,1,0,1,540309,540309,0,0,0,0.671794872,6.323529412,0.684210526
39591811,292960,10265,75063,0,87196,163532,6,6,1,1,0,1,116515,116515,0,0,0,0.671794872,6.323529412,0.684210526
39591869,292960,10265,75063,0,87222,163558,7,7,1,1,0,1,135990,135990,0,0,0,0.671794872,6.323529412,0.684210526
40790828,297348,10265,75063,0,87194,163530,8,1,2,1,0,0,0,0,1,0,0,0.671794872,6.323529412,0.684210526
41157609,303797,10265,75063,0,87136,163472,9,1,3,0,3,3,16,99856,2,0,0,0.671794872,6.323529412,0.684210526
41157639,303797,10265,75063,0,87170,163506,10,2,3,0,2,3,70615,119156,2,0,0,0.671794872,6.323529412,0.684210526
41157652,303797,10265,75063,0,87221,163557,11,3,3,0,3,4,50320,185852,2,0,0,0.671794872,6.323529412,0.684210526
41157669,303797,10265,75063,0,87175,163511,12,4,3,1,0,1,132553,132553,2,0,0,0.671794872,6.323529412,0.684210526
41160433,303797,10265,75063,0,87146,163482,13,5,3,1,0,1,101228,101228,2,0,0,0.671794872,6.323529412,0.684210526
41160439,303797,10265,75063,0,87124,163460,14,6,3,0,0,2,58562,109465,2,0,0,0.671794872,6.323529412,0.684210526
41160444,303797,10265,75063,0,87157,163493,15,7,3,0,0,2,74568,136500,2,0,0,0.671794872,6.323529412,0.684210526
41160453,303797,10265,75063,0,87199,163535,16,8,3,1,0,1,165891,165891,2,0,0,0.671794872,6.323529412,0.684210526
41160466,303797,10265,75063,0,87160,163496,17,9,3,1,0,1,53321,53321,2,0,0,0.671794872,6.323529412,0.684210526
41160470,303797,10265,75063,0,87181,163517,18,10,3,1,0,1,241707,241707,2,0,0,0.671794872,6.323529412,0.684210526
41407372,307810,10265,75063,0,87132,163468,19,1,4,1,0,0,15,15,3,0,0,0.671794872,6.323529412,0.684210526
38836060,290467,10762,75063,0,91891,170733,1,1,1,1,0,1,87719,87719,0,1,1,0.671794872,6.323529412,0.684210526
38836159,290467,10762,75063,0,91894,170739,2,2,1,1,0,1,16922,16922,0,1,1,0.671794872,6.323529412,0.684210526
38836188,290467,10762,75063,0,91897,170747,3,3,1,1,0,1,28449,28449,0,1,1,0.671794872,6.323529412,0.684210526
40790832,297349,10762,75063,0,91845,170617,4,1,2,1,0,0,16,16,1,1,1,0.671794872,6.323529412,0.684210526
41157610,303798,10762,75063,0,91913,170789,5,1,3,0,0,0,0,78,2,1,1,0.671794872,6.323529412,0.684210526
41157630,303798,10762,75063,0,91930,170834,6,2,3,1,0,1,56576,56576,2,1,1,0.671794872,6.323529412,0.684210526
41157632,303798,10762,75063,0,91908,170779,7,3,3,1,0,1,22880,22880,2,1,1,0.671794872,6.323529412,0.684210526
41157633,303798,10762,75063,0,91849,170625,8,4,3,1,0,1,21834,21834,2,1,1,0.671794872,6.323529412,0.684210526
41407369,307816,10762,75063,0,91848,170623,9,1,4,1,0,0,16,16,3,1,1,0.671794872,6.323529412,0.684210526
38836228,290469,10763,75063,0,92018,171089,1,1,1,1,0,1,150993,150993,0,1,0,0.671794872,6.323529412,0.684210526
38836326,290469,10763,75063,0,91948,170887,2,2,1,1,0,1,107823,107823,0,1,0,0.671794872,6.323529412,0.684210526
38836613,290469,10763,75063,0,91933,170841,3,3,1,1,0,1,284333,284333,0,1,0,0.671794872,6.323529412,0.684210526
40790831,297350,10763,75063,0,91970,170947,4,1,2,0,0,0,0,125,1,1,0,0.671794872,6.323529412,0.684210526
40790956,297350,10763,75063,0,91953,170897,5,2,2,0,0,1,295787,295834,1,1,0,0.671794872,6.323529412,0.684210526
40791030,297350,10763,75063,0,91950,170891,6,3,2,0,0,1,121989,122067,1,1,0,0.671794872,6.323529412,0.684210526
40791053,297350,10763,75063,0,91935,170845,7,4,2,0,0,1,161641,161688,1,1,0,0.671794872,6.323529412,0.684210526
40791070,297350,10763,75063,0,91984,170975,8,5,2,0,0,0,8253,8253,1,1,0,0.671794872,6.323529412,0.684210526
